Id,Adult,Ages,ColleagueSatisfaction,CompaniesWorkedCount,CompanyDuration,Division,DurationWithCurrManager,EducationBackground,EducationField,HomeDist,JobEngagement,JobLvl,LastPromotion,MarriageStatus,MonthlyPay,Outstation,Performance,Role,RoleDuration,SalaryIncreaseRate,Sex,StockOptionLvl,TrainingCount,WorkLifeQuality,WorkOverTime,WorkSatisfaction,WorkingDuration,WorkingHours,WorkplaceSatisfaction,Resigned
561,Y,36,High,8.0,1.0,Research & Development,0,Master,Life Sciences,8.0,Medium,2,0,Single,14656.0,rare,High,Healthcare Representative,1,22,Male,0.0,4,Better,No,Medium,9,80,High,0
562,Y,42,Very High,3.0,4.0,Research & Development,2,Secondary,Life Sciences,1.0,High,1,0,Married,19166.0,rare,High,Laboratory Technician,3,19,Female,1.0,4,Good,No,Low,6,80,High,0
563,Y,49,Very High,6.0,1.0,Sales,0,Master,Marketing,1.0,High,2,0,,3142.0,no travel,High,Sales Executive,0,11,Male,1.0,2,Bad,No,Medium,3,80,High,0
564,Y,53,Very High,5.0,4.0,Research & Development,3,Bachelor,Technical Degree,8.0,Medium,3,0,Single,2574.0,rare,High,Healthcare Representative,3,17,Male,0.0,1,Better,No,Very High,18,80,Very High,0
565,Y,31,Low,,10.0,Research & Development,8,Bachelor,Medical,1.0,High,1,3,Married,7377.0,rare,Very High,Research Scientist,10,25,Male,1.0,1,Better,Yes,Medium,11,80,Very High,0
566,Y,43,Low,1.0,17.0,Sales,10,Secondary,Medical,8.0,Low,2,7,Single,16602.0,no travel,High,Sales Executive,2,14,Male,0.0,3,Better,No,Medium,17,80,High,0
567,Y,45,High,1.0,22.0,Research & Development,10,Bachelor,Life Sciences,9.0,Medium,4,2,Divorced,3729.0,rare,High,Research Director,11,11,Male,1.0,2,Better,No,Medium,23,80,Low,0
568,Y,33,High,3.0,4.0,Sales,3,Doctorate,Marketing,6.0,High,2,0,Married,17523.0,rare,High,Sales Executive,3,12,Male,1.0,2,Good,No,Very High,6,80,Very High,0
569,Y,30,High,1.0,1.0,Sales,0,Bachelor,Life Sciences,8.0,High,1,0,Single,2574.0,rare,High,Sales Representative,0,11,Male,0.0,4,Better,No,High,1,80,High,0
570,Y,41,Medium,2.0,1.0,Research & Development,0,Bachelor,Life Sciences,1.0,Medium,1,0,Single,13049.0,no travel,Very High,Laboratory Technician,0,28,Female,0.0,1,Best,Yes,Low,10,80,Low,1
571,Y,58,Very High,2.0,6.0,Research & Development,0,Master,Medical,1.0,Very High,4,0,Divorced,9588.0,rare,High,Research Director,7,14,Male,2.0,3,Best,No,Very High,28,80,Medium,0
572,Y,37,Low,3.0,3.0,Sales,2,Master,Marketing,13.0,Medium,2,0,Married,10372.0,rare,High,Sales Executive,2,14,Female,2.0,2,Good,No,Low,10,80,High,0
573,Y,22,High,4.0,2.0,Research & Development,2,Primary,Technical Degree,3.0,Medium,1,0,Single,7203.0,frequent,High,Laboratory Technician,2,18,Male,0.0,2,Better,No,High,3,80,High,1
574,Y,57,Very High,2.0,4.0,Research & Development,3,Master,Life Sciences,16.0,High,2,0,Single,12834.0,frequent,High,Research Scientist,3,12,Female,0.0,3,Good,No,High,18,80,Very High,0
575,Y,32,High,2.0,2.0,Sales,2,Bachelor,Life Sciences,16.0,Low,2,1,Married,18572.0,rare,High,Sales Executive,2,11,Female,1.0,1,Better,Yes,High,3,80,Medium,1
576,Y,39,Low,0.0,6.0,Sales,6,Master,Marketing,6.0,Medium,2,0,Single,6231.0,rare,Very High,Sales Executive,7,24,Female,0.0,1,Better,No,Very High,7,80,Very High,0
577,Y,48,Very High,2.0,17.0,Sales,9,Bachelor,Technical Degree,2.0,Very High,4,1,Divorced,6193.0,rare,High,Sales Executive,19,12,Female,1.0,4,Better,No,Low,23,80,Low,0
578,Y,39,Very High,0.0,8.0,Sales,8,Bachelor,Life Sciences,11.0,High,2,4,Married,9545.0,rare,High,Sales Executive,8,11,Male,1.0,2,Better,No,Medium,9,80,High,0
579,Y,44,Medium,2.0,5.0,Research & Development,3,Master,Technical Degree,8.0,High,1,2,Married,5048.0,no travel,Very High,Research Scientist,3,26,Male,2.0,0,Good,No,High,9,80,High,0
580,Y,24,Very High,0.0,4.0,Research & Development,4,Primary,Life Sciences,3.0,Medium,1,2,Married,8400.0,no travel,High,Laboratory Technician,2,19,Male,0.0,1,Good,No,Very High,5,80,Low,0
581,Y,47,Very High,1.0,13.0,Sales,12,Master,Life Sciences,8.0,Medium,2,2,Married,13622.0,no travel,High,Sales Executive,11,14,Female,1.0,1,Better,No,High,13,80,Medium,0
582,Y,22,Low,1.0,4.0,Research & Development,2,Bachelor,Life Sciences,4.0,Very High,1,1,Divorced,9572.0,rare,High,Research Scientist,2,18,Male,1.0,1,Good,Yes,Medium,3,80,Very High,0
583,Y,30,Low,1.0,9.0,Research & Development,10,Primary,Technical Degree,1.0,High,2,0,Married,19658.0,no travel,High,Manufacturing Director,7,14,Male,1.0,0,Better,No,High,9,80,Very High,0
584,Y,46,High,1.0,4.0,Research & Development,3,Bachelor,Life Sciences,16.0,High,1,0,Single,15937.0,rare,High,Research Scientist,2,14,Male,0.0,2,Good,No,Medium,5,80,Very High,0
585,Y,50,Low,6.0,3.0,Research & Development,2,Master,Life Sciences,1.0,Medium,4,0,Married,13642.0,rare,High,Manager,2,11,Female,1.0,2,Bad,No,Low,19,80,Very High,0
586,Y,36,Medium,0.0,8.0,Research & Development,0,Bachelor,Medical,1.0,Medium,2,0,Married,8449.0,rare,High,Laboratory Technician,7,12,Female,1.0,0,Better,No,Very High,9,80,Very High,0
587,Y,45,Very High,1.0,4.0,Research & Development,4,Secondary,Medical,1.0,Very High,1,0,Divorced,16492.0,rare,High,Research Scientist,3,12,Female,2.0,2,Good,No,High,5,80,Very High,0
588,Y,59,Low,8.0,,Research & Development,3,Master,,11.0,High,1,2,Married,3849.0,rare,High,Research Scientist,4,21,Female,3.0,1,Better,Yes,Medium,6,80,Medium,1
589,Y,49,Medium,2.0,15.0,Research & Development,12,Bachelor,Medical,21.0,High,3,8,Single,10074.0,rare,Very High,Healthcare Representative,15,28,Male,0.0,2,Better,No,High,23,80,Low,0
590,Y,19,High,1.0,1.0,Research & Development,0,Secondary,Life Sciences,8.0,High,1,0,Single,5782.0,rare,Very High,Research Scientist,1,31,Male,0.0,3,Better,No,Low,1,80,High,0
591,Y,35,Very High,0.0,1.0,Research & Development,0,Bachelor,Technical Degree,16.0,Very High,1,0,Married,16289.0,rare,High,Research Scientist,0,19,Female,0.0,4,Good,No,High,2,80,High,0
592,Y,29,High,1.0,4.0,Research & Development,4,Bachelor,,13.0,High,1,0,Single,2115.0,no travel,High,Research Scientist,3,15,Male,,2,Good,No,High,4,80,High,0
593,Y,45,High,4.0,5.0,Research & Development,2,Bachelor,Technical Degree,23.0,Very High,1,0,Divorced,4825.0,rare,High,Laboratory Technician,4,12,Male,1.0,0,Better,No,Medium,7,80,Very High,0
594,Y,34,Very High,1.0,4.0,Research & Development,2,Bachelor,Life Sciences,21.0,Medium,2,0,Single,18111.0,rare,High,Manufacturing Director,3,14,Male,0.0,1,Better,No,Medium,4,80,Very High,0
595,Y,36,Medium,2.0,6.0,Research & Development,8,Master,Life Sciences,23.0,High,2,0,,4314.0,rare,High,Manufacturing Director,7,18,Male,1.0,2,Better,No,High,15,80,Very High,0
596,Y,42,Medium,1.0,18.0,Research & Development,10,Primary,Medical,3.0,High,5,6,,5293.0,rare,High,Manager,8,15,Female,1.0,1,Better,No,High,19,80,Very High,0
597,Y,39,Low,,,Sales,9,Master,Life Sciences,1.0,High,2,3,Married,6118.0,rare,High,Sales Executive,14,17,Male,2.0,2,Better,No,Medium,14,80,Very High,0
598,Y,57,Medium,5.0,8.0,Sales,0,Master,Life Sciences,1.0,Medium,3,4,Married,6667.0,rare,High,Sales Executive,4,11,Female,1.0,3,Better,No,High,12,80,High,0
599,Y,31,High,0.0,10.0,Research & Development,8,Bachelor,Medical,1.0,High,1,4,Single,5788.0,no travel,High,Laboratory Technician,7,15,Female,0.0,1,Good,No,Very High,11,80,High,0
600,Y,35,Medium,1.0,13.0,Research & Development,12,Master,Other,18.0,Medium,2,4,Married,19813.0,frequent,High,Research Scientist,11,17,Male,0.0,2,Better,Yes,Very High,14,80,High,0
601,Y,63,Low,2.0,4.0,Research & Development,3,Bachelor,Life Sciences,1.0,Medium,4,2,Single,16424.0,rare,High,Manufacturing Director,3,14,Female,0.0,3,Better,Yes,Very High,27,80,High,0
602,Y,43,Medium,6.0,16.0,Sales,9,Doctorate,Life Sciences,1.0,High,4,7,Married,4659.0,rare,High,Manager,18,18,Female,1.0,1,Better,No,Low,20,80,Medium,0
603,Y,46,High,1.0,5.0,Research & Development,2,Master,Life Sciences,8.0,High,1,0,Single,8435.0,rare,High,Research Scientist,4,11,Male,0.0,3,Better,Yes,High,5,80,High,1
604,Y,37,Medium,5.0,3.0,Research & Development,2,Master,Life Sciences,22.0,High,2,0,Married,5961.0,rare,High,Healthcare Representative,2,15,Male,2.0,1,Good,No,High,9,80,Low,0
605,Y,35,High,1.0,14.0,Research & Development,10,Master,Other,5.0,High,2,1,Single,9637.0,rare,High,Research Scientist,14,15,Female,0.0,2,Better,No,High,14,80,Low,0
606,Y,43,Medium,1.0,9.0,Sales,8,Bachelor,Marketing,5.0,High,3,5,Single,12096.0,rare,High,Sales Executive,8,12,Male,0.0,2,Better,No,High,9,80,Very High,0
607,Y,46,High,6.0,1.0,Sales,0,Doctorate,Marketing,1.0,High,2,0,Married,7314.0,frequent,High,Sales Executive,0,12,Female,1.0,3,Good,No,High,10,80,Low,0
608,Y,58,Very High,2.0,7.0,Research & Development,8,Master,Medical,15.0,High,2,4,Married,10007.0,frequent,High,Healthcare Representative,7,15,Male,2.0,2,Better,Yes,Medium,15,80,High,0
609,Y,47,Low,8.0,9.0,Research & Development,9,Master,Other,7.0,High,2,6,Married,7311.0,rare,High,Research Scientist,10,15,Male,2.0,2,Better,No,Very High,11,80,Very High,0
610,Y,30,Low,0.0,7.0,Research & Development,8,Primary,Other,11.0,High,3,4,Single,17223.0,frequent,High,Healthcare Representative,7,12,Female,0.0,0,Better,Yes,Very High,8,80,High,1
611,Y,29,Very High,0.0,4.0,Sales,3,Bachelor,Life Sciences,6.0,High,2,0,Single,9162.0,frequent,High,Sales Executive,2,15,Male,0.0,4,Better,No,Low,4,80,High,0
612,Y,33,High,1.0,5.0,Research & Development,1,Master,Life Sciences,24.0,Medium,1,2,Single,12133.0,rare,High,Laboratory Technician,2,14,Female,0.0,2,Better,No,Medium,5,80,High,0
613,Y,49,Low,2.0,0.0,Sales,0,Primary,Medical,3.0,High,2,0,Single,19272.0,frequent,High,Sales Representative,0,22,Male,0.0,2,Better,No,High,4,80,Medium,0
614,Y,63,Low,3.0,1.0,Research & Development,0,Bachelor,Medical,2.0,Very High,1,0,Married,7809.0,rare,Very High,Laboratory Technician,0,24,Female,3.0,2,Good,Yes,Low,11,80,High,0
615,Y,33,High,1.0,9.0,Sales,9,Bachelor,Medical,7.0,Very High,2,0,Married,9064.0,rare,High,Sales Executive,7,17,Male,2.0,3,Best,No,Very High,9,80,High,0
616,Y,34,Very High,1.0,,Research & Development,6,Bachelor,Medical,11.0,High,1,0,Married,3967.0,rare,High,Research Scientist,7,14,Female,1.0,4,Better,No,Medium,7,80,Very High,0
617,Y,57,High,2.0,4.0,Human Resources,4,Bachelor,Human Resources,22.0,Very High,4,2,Single,10646.0,no travel,High,Manager,3,12,Female,0.0,2,Better,Yes,Very High,21,80,Very High,0
618,Y,44,Medium,2.0,1.0,Research & Development,0,Doctorate,Life Sciences,19.0,High,4,0,Single,12120.0,rare,High,Research Director,0,15,Female,0.0,1,Better,No,Very High,14,80,Low,0
619,Y,44,High,2.0,18.0,Research & Development,10,Bachelor,Life Sciences,1.0,High,3,8,Married,14087.0,frequent,High,Healthcare Representative,8,15,Male,1.0,2,Bad,Yes,Very High,22,80,Very High,0
620,Y,46,Very High,2.0,1.0,Research & Development,0,Bachelor,Life Sciences,20.0,High,1,0,Divorced,15038.0,frequent,Very High,Laboratory Technician,0,26,Male,1.0,0,Bad,Yes,High,17,80,Very High,1
621,Y,50,Medium,6.0,13.0,Research & Development,9,Master,Life Sciences,3.0,Medium,3,2,Single,16726.0,rare,High,Healthcare Representative,12,15,Male,0.0,2,Better,No,High,24,80,High,0
622,Y,33,High,4.0,4.0,Research & Development,3,Secondary,Medical,7.0,Very High,2,0,Married,16666.0,rare,High,Research Scientist,3,12,Female,1.0,2,Good,No,High,8,80,High,0
623,Y,39,Very High,1.0,6.0,Human Resources,0,Bachelor,Human Resources,1.0,Very High,1,3,Married,4934.0,rare,High,Human Resources,6,14,Male,1.0,1,Best,No,High,6,80,High,0
624,Y,33,High,2.0,4.0,Sales,3,Master,Life Sciences,10.0,High,2,0,Divorced,7290.0,rare,High,Sales Executive,2,11,Male,1.0,2,Good,No,Very High,7,80,Medium,0
625,Y,26,High,1.0,3.0,Research & Development,2,Bachelor,Life Sciences,5.0,High,1,0,Married,13469.0,rare,High,Laboratory Technician,2,14,Female,1.0,1,Better,Yes,Very High,3,80,High,0
626,Y,43,Medium,5.0,2.0,Research & Development,1,Secondary,Medical,6.0,High,2,1,Single,17544.0,rare,High,Manufacturing Director,2,15,Female,0.0,4,Better,No,High,7,80,Very High,0
627,Y,44,High,,18.0,Human Resources,10,Bachelor,Human Resources,8.0,High,4,0,Married,12639.0,rare,High,Manager,7,15,Female,1.0,4,Better,No,Low,19,80,High,0
628,Y,35,High,0.0,3.0,Human Resources,2,Secondary,Human Resources,2.0,High,1,0,Married,2203.0,rare,High,Human Resources,2,22,Male,1.0,0,Bad,No,Very High,3,80,High,0
629,Y,37,Very High,8.0,14.0,Research & Development,12,Master,Life Sciences,1.0,High,2,3,Single,2261.0,rare,High,Manufacturing Director,15,11,Female,0.0,1,Better,Yes,Medium,16,80,High,0
630,Y,29,Very High,2.0,3.0,Sales,2,Bachelor,Technical Degree,1.0,High,1,0,Married,12008.0,frequent,High,Sales Representative,2,17,Male,1.0,2,Best,No,High,4,80,Low,1
631,Y,27,Low,1.0,6.0,Sales,8,Bachelor,Marketing,8.0,High,2,0,Single,4276.0,rare,High,Sales Executive,7,15,Male,0.0,4,Better,No,Very High,6,80,Very High,0
632,Y,37,Medium,3.0,4.0,Human Resources,4,Bachelor,Human Resources,10.0,High,1,0,Married,19109.0,rare,High,Human Resources,2,14,Male,1.0,1,Better,No,Medium,7,80,High,0
633,Y,43,Medium,1.0,4.0,Research & Development,4,Master,Life Sciences,8.0,High,1,0,Divorced,15474.0,rare,Very High,Laboratory Technician,3,24,Male,2.0,1,Better,No,Low,4,80,High,0
634,Y,49,Low,0.0,12.0,Research & Development,12,Primary,Medical,1.0,High,3,3,Married,13085.0,no travel,High,Research Director,8,21,Female,2.0,2,Bad,No,Medium,13,80,High,0
635,Y,24,Low,0.0,3.0,Sales,2,Secondary,Other,2.0,High,2,0,Married,13295.0,rare,Very High,Sales Executive,2,25,Female,1.0,1,Good,No,High,3,80,Low,0
636,Y,38,High,1.0,16.0,Research & Development,18,Bachelor,Life Sciences,11.0,High,1,8,Divorced,20116.0,rare,High,Laboratory Technician,7,12,Female,1.0,1,Good,No,Low,16,80,Very High,0
637,Y,35,Medium,1.0,1.0,Research & Development,0,Bachelor,Life Sciences,8.0,High,1,0,Divorced,5581.0,rare,High,Laboratory Technician,0,15,Male,2.0,2,Better,No,Medium,1,80,Medium,0
638,Y,47,Medium,0.0,18.0,Research & Development,10,Secondary,Medical,16.0,High,4,2,Married,6020.0,rare,High,Healthcare Representative,7,15,Male,0.0,1,Better,Yes,Very High,19,80,High,0
639,Y,33,Medium,5.0,0.0,Sales,0,Secondary,Life Sciences,1.0,Low,2,0,Single,9394.0,rare,High,Sales Executive,0,17,Male,0.0,1,Better,No,Medium,9,80,Low,1
640,Y,47,High,0.0,21.0,Research & Development,8,Bachelor,Other,1.0,Very High,5,0,Married,12170.0,rare,High,Manager,0,11,Male,1.0,1,Better,No,Very High,23,80,High,0
641,Y,31,High,3.0,4.0,Research & Development,4,Bachelor,Life Sciences,2.0,High,1,0,Married,12725.0,no travel,High,Laboratory Technician,3,17,Male,1.0,2,Bad,No,Very High,8,80,High,0
642,Y,31,Medium,4.0,0.0,Research & Development,0,Bachelor,Medical,1.0,Medium,2,0,Single,15266.0,rare,Very High,Manufacturing Director,0,29,Female,0.0,3,Good,Yes,Very High,11,80,High,0
643,Y,32,High,3.0,5.0,Sales,6,Primary,Life Sciences,1.0,High,2,0,Single,6634.0,rare,High,Sales Executive,5,14,Male,0.0,1,Best,Yes,Very High,9,80,Medium,0
644,Y,39,Low,2.0,6.0,Research & Development,8,Bachelor,Technical Degree,24.0,High,2,0,Married,3613.0,rare,High,Manufacturing Director,7,21,Male,1.0,2,Bad,No,Very High,8,80,Very High,0
645,Y,30,Medium,1.0,1.0,Research & Development,0,Secondary,Life Sciences,20.0,Medium,1,0,Single,11286.0,frequent,Very High,Research Scientist,0,29,Male,0.0,2,Good,Yes,Very High,1,80,Very High,1
646,Y,32,Medium,7.0,2.0,Research & Development,2,Bachelor,Medical,3.0,Very High,1,1,Divorced,12214.0,rare,High,Laboratory Technician,2,12,Female,1.0,0,Good,No,High,3,80,Low,0
647,Y,36,High,2.0,2.0,Research & Development,2,Master,Medical,19.0,High,1,1,Married,12193.0,rare,High,Laboratory Technician,2,17,Female,1.0,2,Better,Yes,Low,3,80,High,0
648,Y,42,High,7.0,1.0,Research & Development,0,Master,Life Sciences,1.0,High,1,0,Married,3522.0,rare,High,Laboratory Technician,0,22,Male,2.0,2,Good,No,Very High,7,80,Low,0
649,Y,30,Very High,2.0,3.0,Sales,2,Secondary,Marketing,16.0,High,2,0,Divorced,8366.0,rare,High,Sales Executive,2,15,Male,1.0,1,Better,No,Very High,9,80,Very High,0
650,Y,47,Medium,2.0,8.0,Sales,1,Secondary,Life Sciences,8.0,High,4,0,Married,,rare,High,Manager,3,14,Female,1.0,3,Best,No,Very High,24,80,Very High,0
651,Y,30,Very High,3.0,2.0,Human Resources,0,Bachelor,Human Resources,10.0,Medium,1,1,Divorced,2866.0,rare,High,Human Resources,2,17,Male,3.0,2,Better,Yes,Low,3,80,Low,1
652,Y,44,Medium,2.0,4.0,Research & Development,2,Secondary,Life Sciences,24.0,High,2,0,,9964.0,frequent,High,Research Scientist,4,11,Female,1.0,2,Better,No,High,17,80,Low,0
653,Y,34,Low,2.0,,Sales,3,Bachelor,Life Sciences,1.0,Very High,2,0,Married,2892.0,frequent,High,Sales Executive,3,22,Female,2.0,2,Better,No,Low,9,80,High,0
654,Y,31,Medium,8.0,4.0,Research & Development,3,Master,Life Sciences,4.0,Medium,1,0,Divorced,2297.0,frequent,High,Research Scientist,4,12,Male,1.0,2,Good,No,Very High,9,80,Medium,0
655,Y,38,Low,3.0,1.0,Research & Development,0,Secondary,Life Sciences,15.0,High,1,0,Married,8000.0,rare,Very High,Research Scientist,0,25,Male,0.0,0,Better,No,Medium,7,80,Medium,0
656,Y,52,Medium,5.0,8.0,Sales,3,Master,Technical Degree,7.0,Medium,4,1,Married,9199.0,rare,High,Sales Executive,8,19,Male,1.0,2,Better,No,Medium,20,80,Very High,0
657,Y,57,Low,2.0,12.0,Research & Development,12,Master,Medical,8.0,High,4,0,Divorced,18331.0,frequent,Very High,Manager,10,24,Female,1.0,1,Better,No,Very High,24,80,Medium,0
658,Y,41,High,5.0,3.0,Sales,2,Master,Life Sciences,17.0,Low,2,0,Married,3469.0,no travel,High,Sales Executive,2,22,Female,1.0,0,Better,No,High,9,80,Low,0
659,Y,48,Very High,3.0,8.0,Research & Development,8,Secondary,Medical,17.0,High,2,2,Married,8446.0,rare,Very High,Healthcare Representative,7,26,Female,1.0,1,Best,No,Medium,12,80,Very High,1
660,Y,22,Very High,0.0,2.0,Research & Development,2,Primary,Medical,5.0,High,1,1,Married,9392.0,rare,Very High,Research Scientist,2,24,Male,0.0,2,Better,No,High,3,80,Low,0
661,Y,30,Very High,8.0,3.0,Research & Development,2,Bachelor,Life Sciences,19.0,High,1,0,Single,13766.0,rare,High,Research Scientist,2,18,Male,0.0,3,Better,No,Very High,5,80,Very High,0
662,Y,36,Very High,0.0,3.0,Research & Development,2,Secondary,Other,13.0,Medium,2,0,Married,19008.0,rare,High,Manufacturing Director,2,11,Female,0.0,1,Better,Yes,Medium,3,80,Very High,0
663,Y,59,Very High,3.0,4.0,Research & Development,2,Master,Technical Degree,3.0,High,5,2,Divorced,14061.0,rare,High,Manager,2,14,Female,1.0,1,Better,No,Low,25,80,Very High,0
664,Y,35,Medium,0.0,10.0,Sales,8,Secondary,Technical Degree,6.0,High,1,3,Married,4164.0,rare,Very High,Sales Representative,11,31,Male,1.0,3,Better,Yes,High,11,80,Medium,0
665,Y,41,Very High,1.0,8.0,Research & Development,9,Bachelor,Life Sciences,1.0,High,2,3,Married,7101.0,no travel,High,Laboratory Technician,8,17,Male,1.0,1,Better,Yes,Very High,8,80,Very High,0
666,Y,37,High,1.0,15.0,Research & Development,15,Master,Life Sciences,13.0,Very High,1,10,Single,6578.0,rare,High,Laboratory Technician,14,18,Female,0.0,0,Better,No,Low,16,80,High,1
667,Y,23,High,1.0,4.0,Research & Development,2,Primary,Life Sciences,22.0,High,1,0,Divorced,12258.0,rare,High,Research Scientist,2,12,Male,2.0,1,Good,No,Very High,3,80,High,0
668,Y,18,Very High,1.0,0.0,Research & Development,0,Secondary,Life Sciences,4.0,High,1,0,Single,10371.0,no travel,High,Research Scientist,0,17,Male,0.0,1,Better,No,Very High,0,80,Medium,0
669,Y,31,High,6.0,7.0,Research & Development,8,Secondary,Medical,8.0,High,2,0,Single,9910.0,no travel,High,Manufacturing Director,4,21,Female,0.0,2,Better,Yes,High,9,80,High,0
670,Y,44,Very High,0.0,8.0,Sales,2,Master,Marketing,7.0,High,2,2,Married,15948.0,rare,High,Sales Executive,7,11,Male,1.0,1,Better,No,Medium,9,80,High,0
671,Y,35,Very High,1.0,9.0,Sales,6,Bachelor,Technical Degree,1.0,Medium,3,5,Married,9496.0,rare,High,Sales Executive,10,15,Male,0.0,2,Better,Yes,High,9,80,Very High,0
672,Y,46,Very High,2.0,4.0,Research & Development,3,Master,Other,8.0,High,2,0,Married,14458.0,rare,High,Healthcare Representative,2,14,Male,0.0,4,Best,Yes,Very High,8,80,Very High,0
673,Y,52,High,7.0,4.0,Research & Development,0,Bachelor,Other,6.0,Medium,3,0,Single,9335.0,rare,Very High,Healthcare Representative,2,29,Male,0.0,1,Better,No,High,24,80,Medium,0
674,Y,47,Low,1.0,21.0,Research & Development,12,Bachelor,Life Sciences,6.0,High,3,6,Divorced,15320.0,frequent,High,Laboratory Technician,10,21,Male,1.0,1,Better,No,Low,22,80,Low,0
675,Y,45,Medium,2.0,7.0,Research & Development,8,Doctorate,Medical,8.0,High,2,2,Divorced,14825.0,frequent,High,Laboratory Technician,7,14,Male,1.0,2,Better,Yes,High,9,80,Very High,0
676,Y,32,Medium,3.0,6.0,Sales,8,Master,Life Sciences,5.0,Low,2,4,,15633.0,rare,High,Sales Executive,7,21,Male,0.0,2,Good,Yes,High,11,80,Medium,1
677,Y,39,Medium,0.0,,Sales,8,Master,Marketing,8.0,Medium,3,1,Divorced,4618.0,rare,High,Sales Executive,7,15,Male,2.0,1,Better,Yes,High,8,80,High,0
678,Y,45,Very High,2.0,19.0,Sales,18,Master,Marketing,3.0,Medium,3,10,Single,15360.0,rare,High,Sales Executive,7,15,Female,0.0,2,Best,No,Very High,21,80,Very High,0
679,Y,61,Low,,1.0,Research & Development,0,Bachelor,Technical Degree,1.0,High,1,0,Single,19617.0,rare,Very High,Research Scientist,0,29,Male,0.0,3,Better,No,High,6,80,Very High,1
680,Y,31,High,1.0,1.0,Sales,0,Master,Life Sciences,9.0,Medium,1,0,Married,11081.0,frequent,High,Sales Representative,0,21,Male,1.0,1,Best,No,Low,1,80,Medium,1
681,Y,34,Medium,5.0,9.0,Research & Development,9,Master,Life Sciences,4.0,High,3,5,Married,17539.0,frequent,High,Manager,6,11,Female,2.0,1,Better,No,Medium,11,80,Very High,0
682,Y,31,Medium,1.0,1.0,Research & Development,0,Bachelor,Technical Degree,6.0,High,1,0,Divorced,,no travel,High,Research Scientist,0,14,Male,2.0,1,Good,No,High,1,80,High,0
683,Y,39,Medium,8.0,2.0,Research & Development,2,Master,Life Sciences,19.0,High,2,0,Divorced,14297.0,rare,High,Healthcare Representative,2,15,Male,1.0,1,Better,No,Very High,9,80,Very High,0
684,Y,39,Very High,5.0,13.0,Research & Development,12,Master,Life Sciences,1.0,Very High,2,2,Single,19514.0,frequent,High,Manufacturing Director,7,12,Female,0.0,1,Better,Yes,Low,15,80,Low,0
685,Y,47,Medium,4.0,5.0,Research & Development,3,Bachelor,Medical,24.0,High,1,0,Single,7655.0,rare,High,Research Scientist,5,14,Male,0.0,1,Good,No,Very High,8,80,High,0
686,Y,24,High,0.0,4.0,Research & Development,2,Primary,Life Sciences,15.0,High,1,0,Married,10200.0,rare,High,Laboratory Technician,3,12,Male,1.0,1,Better,No,High,5,80,Medium,0
687,Y,46,Very High,1.0,9.0,Research & Development,8,Primary,Life Sciences,1.0,Very High,1,4,Married,15083.0,rare,High,Research Scientist,5,14,Female,1.0,4,Better,No,Very High,9,80,Low,0
688,Y,22,Low,0.0,3.0,Research & Development,2,Primary,Life Sciences,2.0,High,2,0,Married,7851.0,rare,High,Manufacturing Director,2,22,Female,1.0,2,Best,Yes,High,3,80,Medium,1
689,Y,23,High,1.0,3.0,Research & Development,2,Primary,Medical,3.0,High,1,0,Single,9913.0,rare,High,Laboratory Technician,2,14,Female,0.0,2,Bad,No,Medium,3,80,High,0
690,Y,31,High,1.0,11.0,Research & Development,10,Bachelor,Medical,8.0,High,2,4,Divorced,8570.0,no travel,High,Laboratory Technician,10,11,Male,2.0,3,Better,No,Low,11,80,High,0
691,Y,33,High,2.0,4.0,Sales,2,Bachelor,Life Sciences,15.0,Low,3,0,Married,3362.0,rare,High,Sales Executive,3,14,Male,1.0,1,Bad,No,High,9,80,Very High,0
692,Y,52,Medium,2.0,4.0,Research & Development,2,Master,Other,18.0,High,4,0,Married,3114.0,rare,High,Research Director,2,18,Female,2.0,1,Better,No,Medium,24,80,Low,0
693,Y,30,Very High,1.0,6.0,Research & Development,8,Master,Other,7.0,Low,1,0,Married,4030.0,rare,High,Laboratory Technician,7,11,Male,0.0,3,Good,Yes,Low,6,80,Medium,1
694,Y,42,High,7.0,6.0,Research & Development,8,Secondary,Medical,15.0,High,2,2,Married,12571.0,rare,High,Laboratory Technician,2,17,Male,1.0,1,Best,Yes,Very High,13,80,High,0
695,Y,50,High,2.0,4.0,Research & Development,1,Master,Medical,1.0,Very High,4,1,Single,12303.0,no travel,Very High,Manager,4,26,Male,0.0,2,Good,No,Very High,24,80,Low,0
696,Y,64,Very High,7.0,2.0,Sales,2,Master,Marketing,13.0,High,2,1,Single,9232.0,rare,High,Sales Executive,2,15,Male,0.0,0,Better,No,Low,9,80,Low,0
697,Y,26,Medium,1.0,,Research & Development,2,Bachelor,Life Sciences,19.0,High,1,0,Divorced,2776.0,rare,Very High,Research Scientist,2,26,Female,2.0,2,Bad,No,Very High,3,80,Low,0
698,Y,45,Low,6.0,3.0,Research & Development,2,Bachelor,Medical,17.0,High,1,0,Married,11638.0,frequent,Very High,Laboratory Technician,2,24,Male,1.0,0,Better,No,Very High,7,80,Very High,0
699,Y,42,High,2.0,4.0,Research & Development,3,Master,Life Sciences,1.0,High,1,0,Married,5484.0,rare,Very High,Laboratory Technician,2,26,Male,1.0,2,Better,No,Medium,6,80,Medium,0
